2.846266521426331408e+01,-1.647929143231981186e+01,4.062948974760917054e+01
2.842094586396428468e+01,-1.644341778475490301e+01,4.057156036420651901e+01
3.142054198777102414e+01,-1.692447498108303350e+01,4.006952465568370769e+01
3.266420379100667759e+01,-1.560263620687950059e+01,3.844725614560720572e+01
3.022122930739191915e+01,-1.615887918508303400e+01,3.907774892966408231e+01
3.103198329010725942e+01,-1.548199401350637316e+01,3.814277063137180335e+01
3.140971640881708993e+01,-1.691852745366054478e+01,4.007543503017909359e+01
3.277637742648966679e+01,-1.581308023201834700e+01,3.865128414541305801e+01
3.232502817760967417e+01,-1.676160689540870052e+01,4.137524088999679606e+01
3.410139442952836220e+01,-1.542074022984701820e+01,4.064205654189768069e+01
3.254623222504264390e+01,-1.672810600229704292e+01,4.138618765989509996e+01
3.388261433572737502e+01,-1.576062030898234134e+01,4.025926727471728128e+01
3.319275644796982050e+01,-1.622717703488045515e+01,4.220863164072125784e+01
3.407331088488713533e+01,-1.569513375473548145e+01,4.080562729830185731e+01
3.382869493946485306e+01,-1.583271901299398365e+01,4.187935770361328736e+01
3.409324333389228201e+01,-1.606451963365449132e+01,4.213523722802446514e+01
3.339754299823955819e+01,-1.683487679178314522e+01,4.342411099106026739e+01
3.502034768239933982e+01,-1.543714873084685735e+01,4.228410151442826503e+01
3.382516838232712786e+01,-1.686799836849910506e+01,4.411017552246460127e+01
3.568912730411815915e+01,-1.547210388791279811e+01,4.303514112850123041e+01
3.515512083117303632e+01,-1.646916847211544166e+01,4.431326508182304025e+01
3.822930714807640129e+01,-1.422454577860950842e+01,4.324160574226915799e+01
3.771425724256992851e+01,-1.545175324854046295e+01,4.392384511873876818e+01
3.652591131826416415e+01,-1.489758732792984297e+01,4.324130383075235784e+01
3.648211441610795447e+01,-1.513919107117372143e+01,4.353654794224658531e+01
3.819930512437216663e+01,-1.409561524063592586e+01,4.317881101594737459e+01
3.699492733735932148e+01,-1.553895421979167679e+01,4.397653277224401336e+01
3.855424964385674969e+01,-1.402696214491557569e+01,4.323654791200533509e+01
3.799888837471892344e+01,-1.596377684758822824e+01,4.454548802658046469e+01
3.969149960723268578e+01,-1.463578830286268584e+01,4.418126699557224413e+01
3.909432754209121441e+01,-1.590460056888406903e+01,4.500648955307939758e+01
3.963344463224978398e+01,-1.526441542583767230e+01,4.476733540361936292e+01
3.998367531072290859e+01,-1.569303645101292233e+01,4.539012693798450471e+01
4.136966601558913936e+01,-1.632746903235879543e+01,4.748329365239987254e+01
3.928938178211542009e+01,-1.644210460988895761e+01,4.584688952771305281e+01
4.016968450004863200e+01,-1.543433389493448438e+01,4.527447346751030466e+01
3.950339734456571961e+01,-1.675686445445111872e+01,4.793646613428102654e+01
4.046000970253309958e+01,-1.641071133197266008e+01,4.838779756154929856e+01
4.172363999543030388e+01,-1.397116595759379365e+01,4.526908461850747756e+01
4.231907642994625718e+01,-1.519771715007340518e+01,4.752959030314510613e+01
4.032346702460856847e+01,-1.456563510090358982e+01,4.493667073869415418e+01
4.194570706063868215e+01,-1.556426092212217149e+01,4.699824009154165338e+01
4.276133688169423408e+01,-1.497884940837293755e+01,4.685406618544953261e+01
3.988563088094415576e+01,-1.704419411887788982e+01,5.152408871520186295e+01
4.072111030461374526e+01,-1.618830071825390249e+01,5.046885664822254114e+01
3.892232310100835946e+01,-1.588780118369752259e+01,5.243864592410493941e+01
3.902231685651118909e+01,-1.461307811792140221e+01,5.232705072541062918e+01
3.957203310695499709e+01,-1.457362396294290363e+01,5.185490830601536061e+01
3.946290250345582962e+01,-1.745630130838977223e+01,5.194797236495907100e+01
4.004821463695369488e+01,-1.703149267649071064e+01,5.130010883901375962e+01
4.095627856466708039e+01,-1.626138775350634802e+01,5.035282591906711502e+01
4.159348648745947230e+01,-1.584733747099731715e+01,4.974809244917499029e+01
4.070967636259931766e+01,-1.453699400044233236e+01,5.072024368860751764e+01
4.113738902845472722e+01,-1.701375413963465988e+01,5.020595235081022878e+01
4.210743262081003024e+01,-1.633168366922006953e+01,4.926853271729762440e+01
3.033469032455438708e+01,-1.619022155943118335e+01,3.904208568074778896e+01
2.952857175418919056e+01,-1.680956686965828339e+01,4.045013015889756502e+01
2.955475540950499536e+01,-1.675558899749939457e+01,4.258277643569548587e+01
3.011924044109435172e+01,-1.698066065387541812e+01,4.143559820658278881e+01
2.964113973972969163e+01,-1.669899446880364025e+01,4.290450351143522312e+01
3.103354323112735003e+01,-1.698284752236673256e+01,4.113238952948531590e+01
3.128135158695326368e+01,-1.696636994469166382e+01,4.160107078738157327e+01
3.024309505201198078e+01,-1.682917749419238262e+01,4.307088478545761490e+01
3.111378950926294706e+01,-1.697357960556649559e+01,4.242730828887431471e+01
3.198227603665801766e+01,-1.692392104179032231e+01,4.276573885038620659e+01
3.307490077006360707e+01,-1.610066451654876829e+01,4.147173564231823661e+01
3.200201783800000754e+01,-1.694105388420407010e+01,4.319268188646417173e+01
3.333535028021307056e+01,-1.601979074680783555e+01,4.176906764702146546e+01
3.365873348082470784e+01,-1.585787677387450145e+01,4.164092358882510325e+01
3.422033590564549854e+01,-1.582493114895242847e+01,4.164575881434407734e+01
3.258336486843197832e+01,-1.693074499588416515e+01,4.353074427131102908e+01
3.243097554847236808e+01,-1.692711212063696280e+01,4.467568471756150927e+01
3.496245783585817435e+01,-1.564641157201308985e+01,4.259419427435948080e+01
3.579851957714324584e+01,-1.492724197210000980e+01,4.221451464336468007e+01
3.298146590140294876e+01,-1.691169301360488575e+01,4.495193725277852081e+01
